date,content,cleaned_article_stemming,cleaned_article_lemmatization
2023-09-20,"Air Liquide matérialise un double-top parfait sous 168,5E les 31 août et 15 septembre, et c'est également le 3ème plafonnement très précisément au contact des 167,5/168E depuis les 16 juin dernier (clôture à 167,94E). La tendance haussière est invalidée par la franche cassure des 164E (support oblique), ce qui libère un potentiel de repli vers 156,6E puis surtout 154,8E, le plancher du 7 juillet dernier.","['matérialis', 'parf', 'sous', 'août', 'septembr', 'égal', 'plafon', 'tres', 'précis', 'contact', 'depuis', 'juin', 'derni', 'clôtur', 'la', 'tendanc', 'haussi', 'invalid', 'franch', 'cassur', 'support', 'obliqu', 'liber', 'potentiel', 'repl', 'ver', 'puis', 'surtout', 'planch', 'juillet', 'derni']","['Air', 'Liquide', 'matérialise', 'parfait', 'sou', 'août', 'septembre', 'également', 'plafonnement', 'très', 'précisément', 'contact', 'depuis', 'juin', 'dernier', 'clôture', 'La', 'tendance', 'haussière', 'invalidée', 'franche', 'cassure', 'support', 'oblique', 'libère', 'potentiel', 'repli', 'vers', 'puis', 'surtout', 'plancher', 'juillet', 'dernier']"
2023-09-18,"Air Liquide -qui figure toujours parmi les favorites des gérants de portefeuilles- a conclu le 3ème trimestre 2023 par un nouveau record de clôture à 168,06E (cette marque avait déjà été atteinte mais seulement en intraday le 31 août). L'entame du 4ème trimestre est moins glorieuse mais la tendance haussière moyen terme (point origine 115E le 29/098/2022) reste valide tant que les 164E (support oblique) ne seront pas enfoncés. Attention cependant au triple-top : c'est le 3ème plafonnement dans la zone des 167,5/168E depuis les 16 juin dernier (clôture à 167,94E).","['figur', 'toujour', 'parm', 'favorit', 'ger', 'a', 'conclu', 'trimestr', 'nouveau', 'record', 'clôtur', 'cet', 'marqu', 'déjà', 'atteint', 'seul', 'intraday', 'août', 'trimestr', 'moin', 'glorieux', 'tendanc', 'haussi', 'moyen', 'term', 'point', 'origin', 'rest', 'valid', 'tant', 'support', 'obliqu', 'enfonc', 'attent', 'cepend', 'plafon', 'zon', 'depuis', 'juin', 'derni', 'clôtur']","['Air', 'Liquide', 'figure', 'toujours', 'parmi', 'favorite', 'gérants', 'a', 'conclu', 'trimestre', 'nouveau', 'record', 'clôture', 'cette', 'marque', 'déjà', 'atteinte', 'seulement', 'intraday', 'août', 'trimestre', 'moins', 'glorieuse', 'tendance', 'haussière', 'moyen', 'terme', 'point', 'origine', 'reste', 'valide', 'tant', 'support', 'oblique', 'enfoncés', 'Attention', 'cependant', 'plafonnement', 'zone', 'depuis', 'juin', 'dernier', 'clôture']"
2023-09-14,"A l'occasion de la signature d'un protocole d'accord avec TotalEnergies pour sa raffinerie de Gonfreville, Air Liquide annonce un investissement de plus de 400 millions d'euros pour la construction de son électrolyseur Normand'Hy, d'une capacité de 200 MW. Cet électrolyseur livrera sur le long terme à la raffinerie de l'hydrogène renouvelable et bas carbone, correspondant à une capacité d'électrolyse de 100 MW, à partir du second semestre 2026. Les 100 MW restants seront destinés à d'autres clients. Afin d'alimenter l'électrolyseur, TotalEnergies produira de l'électricité renouvelable à hauteur de 100 MW. Pour le reste des besoins en électricité de l'électrolyseur, Air Liquide prévoit des contrats à long terme d'approvisionnement en énergie renouvelable.","['a', 'signatur', 'protocol', 'totalenerg', 'raffiner', 'gonfrevill', 'annonc', 'invest', 'plus', 'million', 'construct', 'électrolyseur', 'capac', 'mw', 'cet', 'électrolyseur', 'livr', 'long', 'term', 'raffiner', 'renouvel', 'bas', 'carbon', 'correspond', 'capac', 'mw', 'part', 'second', 'semestr', 'le', 'mw', 'rest', 'destin', 'client', 'afin', 'totalenerg', 'produir', 'renouvel', 'hauteur', 'mw', 'pour', 'rest', 'besoin', 'électr', 'prévoit', 'contrat', 'long', 'term', 'énerg', 'renouvel']","['A', 'signature', 'protocole', 'TotalEnergies', 'raffinerie', 'Gonfreville', 'Air', 'Liquide', 'annonce', 'investissement', 'plus', 'million', 'construction', 'électrolyseur', 'capacité', 'MW', 'Cet', 'électrolyseur', 'livrera', 'long', 'terme', 'raffinerie', 'renouvelable', 'ba', 'carbone', 'correspondant', 'capacité', 'MW', 'partir', 'second', 'semestre', 'Les', 'MW', 'restants', 'destinés', 'client', 'Afin', 'TotalEnergies', 'produira', 'renouvelable', 'hauteur', 'MW', 'Pour', 'reste', 'besoins', 'électricité', 'Air', 'Liquide', 'prévoit', 'contrats', 'long', 'terme', 'énergie', 'renouvelable']"
2023-09-08,"Air Liquide annonce la nomination d'Amelia Irion au poste de directrice des ressources humaines et membre du comité exécutif, à compter du 18 septembre, succédant à Armelle Levieux qui prendra de nouvelles responsabilités au sein du groupe de gaz industriels. Amelia Irion apporte plus de 25 ans d'expérience internationale dans le domaine des ressources humaines. De 2020 à 2023, elle a occupé le poste de directrice des ressources humaines de Colas, où elle était membre du comité exécutif et du comité stratégique.","['annonc', 'nomin', 'irion', 'post', 'directric', 'ressourc', 'humain', 'membr', 'comit', 'exécut', 'compt', 'septembr', 'succed', 'armel', 'levieux', 'prendr', 'nouvel', 'respons', 'sein', 'group', 'gaz', 'industriel', 'ameli', 'irion', 'apport', 'plus', 'an', 'international', 'domain', 'ressourc', 'humain', 'de', 'a', 'occup', 'post', 'directric', 'ressourc', 'humain', 'col', 'où', 'membr', 'comit', 'exécut', 'comit', 'strateg']","['Air', 'Liquide', 'annonce', 'nomination', 'Irion', 'poste', 'directrice', 'ressources', 'humaines', 'membre', 'comité', 'exécutif', 'compter', 'septembre', 'succédant', 'Armelle', 'Levieux', 'prendra', 'nouvelles', 'responsabilités', 'sein', 'groupe', 'gaz', 'industriels', 'Amelia', 'Irion', 'apporte', 'plus', 'an', 'internationale', 'domaine', 'ressources', 'humaines', 'De', 'a', 'occupé', 'poste', 'directrice', 'ressources', 'humaines', 'Colas', 'où', 'membre', 'comité', 'exécutif', 'comité', 'stratégique']"
2023-08-24," Air Liquide se hisse à 165E, le record absolu des 167,9E (testé durant quelques minutes seulement le 16 juin) est à portée de main. Le niveau 168E correspond au passage d'une résistance long terme unissant les précédents sommets absolus.","['hiss', 'record', 'absolu', 'test', 'dur', 'quelqu', 'minut', 'seul', 'juin', 'port', 'main', 'le', 'niveau', 'correspond', 'passag', 'résist', 'long', 'term', 'uniss', 'précédent', 'sommet', 'absolus']","['Air', 'Liquide', 'hisse', 'record', 'absolu', 'testé', 'durant', 'quelques', 'minute', 'seulement', 'juin', 'portée', 'main', 'Le', 'niveau', 'correspond', 'passage', 'résistance', 'long', 'terme', 'unissant', 'précédents', 'sommets', 'absolus']"
2023-08-24,"Berenberg a relevé jeudi sa recommandation sur le titre Air Liquide à 'acheter' contre 'conserver' jusqu'à présent, avec un objectif de cours rehaussé de 165 à 178 euros. Dans sa note de recherche, l'établissement allemand salue la discipline opérationnelle 'meilleure que prévu' dont fait preuve selon lui le groupe industriel. 'La raison pour laquelle nous avons affiché pendant un certain temps une opinion neutre sur Air Liquide tenait à nos inquiétudes concernant d'éventuels surinvestissements dans le segment très fragmenté de l'hydrogène et de l'ammoniac', souligne l'intermédiaire. Berenberg explique qu'il redoutait que cette stratégie ne conduise le groupe à s'émoigner de son modèle économique traditionnel basé sur les contrats d'achat fermes ('take-or-pay') si caractéristique du secteur. 'Les derniers trimestre ont, au contraire, apporté la preuve que la société prêtait attention à sa politique d'investissement, malgré un bilan renforcé qui pourrait l'encourager à multiplier les dépenses', conclut-il.","['berenberg', 'a', 'relev', 'jeud', 'recommand', 'titr', 'contr', 'jusqu', 'présent', 'object', 'cour', 'rehauss', 'euros', 'dan', 'not', 'recherch', 'allemand', 'salu', 'disciplin', 'opérationnel', 'prévu', 'dont', 'fait', 'preuv', 'selon', 'group', 'industriel', 'raison', 'laquel', 'affich', 'pend', 'certain', 'temp', 'opinion', 'neutr', 'ten', 'inquiétud', 'concern', 'surinvest', 'segment', 'tres', 'fragment', 'soulign', 'berenberg', 'expliqu', 'redout', 'cet', 'strateg', 'conduis', 'group', 'model', 'économ', 'traditionnel', 'bas', 'contrat', 'ferm', 'si', 'caractérist', 'secteur', 'derni', 'trimestr', 'contrair', 'apport', 'preuv', 'societ', 'prêt', 'attent', 'polit', 'malgr', 'bilan', 'renforc', 'pourr', 'multipli', 'dépens']","['Berenberg', 'a', 'relevé', 'jeudi', 'recommandation', 'titre', 'Air', 'Liquide', 'contre', 'jusqu', 'présent', 'objectif', 'cours', 'rehaussé', 'euro', 'Dans', 'note', 'recherche', 'allemand', 'salue', 'discipline', 'opérationnelle', 'prévu', 'dont', 'fait', 'preuve', 'selon', 'groupe', 'industriel', 'raison', 'laquelle', 'affiché', 'pendant', 'certain', 'temp', 'opinion', 'neutre', 'Air', 'Liquide', 'tenait', 'inquiétudes', 'concernant', 'surinvestissements', 'segment', 'très', 'fragmenté', 'souligne', 'Berenberg', 'explique', 'redoutait', 'cette', 'stratégie', 'conduise', 'groupe', 'modèle', 'économique', 'traditionnel', 'basé', 'contrats', 'fermes', 'si', 'caractéristique', 'secteur', 'derniers', 'trimestre', 'contraire', 'apporté', 'preuve', 'société', 'prêtait', 'attention', 'politique', 'malgré', 'bilan', 'renforcé', 'pourrait', 'multiplier', 'dépenses']"
2023-08-24,"Air Liquide enregistre la deuxième plus forte hausse de l'indice CAC 40 ce jeudi à la Bourse de Paris suite à un relèvement de recommandation de Berenberg, passé à l'achat sur le titre. Peu avant 10h30, le titre du spécialiste français des gaz industriels s'adjuge 1,6%, juste derrière Capgemini (+1,9%) qui profite de l'engouement pour les valeurs technologiques après les bons résultats publiés par Nvidia. Berenberg a relevé ce matin sa recommandation sur Air Liquide à 'acheter' contre 'conserver' jusqu'à présent, avec un objectif de cours rehaussé de 165 à 178 euros. Dans sa note de recherche, l'établissement allemand salue la discipline opérationnelle 'meilleure que prévu' dont fait preuve selon lui le groupe industriel. 'La raison pour laquelle nous avons affiché pendant un certain temps une opinion neutre sur Air Liquide tenait à nos inquiétudes concernant d'éventuels surinvestissements dans le segment très fragmenté de l'hydrogène et de l'ammoniac', souligne l'intermédiaire. Berenberg explique qu'il redoutait que cette stratégie ne conduise le groupe à s'émoigner de son modèle économique traditionnel basé sur les contrats d'achat fermes ('take-or-pay') si caractéristique du secteur. 'Les derniers trimestre ont, au contraire, apporté la preuve que la société prêtait attention à sa politique d'investissement, malgré un bilan renforcé qui pourrait l'encourager à multiplier les dépenses', souligne-t-il. En Bourse, l'action Air Liquide affiche dorénavant une hausse de plus de 24% depuis le début de l'année, ce qui en fait l'une des plus fortes progressions annuelles de l'indice CAC 40 aux côtés de STM, Hermès, Saint-Gobain, Stellantis et Safran.","['enregistr', 'deuxiem', 'plus', 'fort', 'hauss', 'cac', 'jeud', 'bours', 'paris', 'suit', 'relev', 'recommand', 'berenberg', 'pass', 'titr', 'peu', 'avant', 'titr', 'spécial', 'franc', 'gaz', 'industriel', 'just', 'derri', 'capgemin', 'profit', 'valeur', 'technolog', 'apres', 'bon', 'résultat', 'publi', 'nvidi', 'berenberg', 'a', 'relev', 'matin', 'recommand', 'contr', 'jusqu', 'présent', 'object', 'cour', 'rehauss', 'euros', 'dan', 'not', 'recherch', 'allemand', 'salu', 'disciplin', 'opérationnel', 'prévu', 'dont', 'fait', 'preuv', 'selon', 'group', 'industriel', 'raison', 'laquel', 'affich', 'pend', 'certain', 'temp', 'opinion', 'neutr', 'ten', 'inquiétud', 'concern', 'surinvest', 'segment', 'tres', 'fragment', 'soulign', 'berenberg', 'expliqu', 'redout', 'cet', 'strateg', 'conduis', 'group', 'model', 'économ', 'traditionnel', 'bas', 'contrat', 'ferm', 'si', 'caractérist', 'secteur', 'derni', 'trimestr', 'contrair', 'apport', 'preuv', 'societ', 'prêt', 'attent', 'polit', 'malgr', 'bilan', 'renforc', 'pourr', 'multipli', 'dépens', 'en', 'bours', 'affich', 'dorénav', 'hauss', 'plus', 'depuis', 'début', 'fait', 'plus', 'fort', 'progress', 'annuel', 'cac', 'côt', 'stm', 'hermes', 'stellant', 'safran']","['Air', 'Liquide', 'enregistre', 'deuxième', 'plus', 'forte', 'hausse', 'CAC', 'jeudi', 'Bourse', 'Paris', 'suite', 'relèvement', 'recommandation', 'Berenberg', 'passé', 'titre', 'Peu', 'avant', 'titre', 'spécialiste', 'français', 'gaz', 'industriels', 'juste', 'derrière', 'Capgemini', 'profite', 'valeurs', 'technologiques', 'après', 'bons', 'résultats', 'publiés', 'Nvidia', 'Berenberg', 'a', 'relevé', 'matin', 'recommandation', 'Air', 'Liquide', 'contre', 'jusqu', 'présent', 'objectif', 'cours', 'rehaussé', 'euro', 'Dans', 'note', 'recherche', 'allemand', 'salue', 'discipline', 'opérationnelle', 'prévu', 'dont', 'fait', 'preuve', 'selon', 'groupe', 'industriel', 'raison', 'laquelle', 'affiché', 'pendant', 'certain', 'temp', 'opinion', 'neutre', 'Air', 'Liquide', 'tenait', 'inquiétudes', 'concernant', 'surinvestissements', 'segment', 'très', 'fragmenté', 'souligne', 'Berenberg', 'explique', 'redoutait', 'cette', 'stratégie', 'conduise', 'groupe', 'modèle', 'économique', 'traditionnel', 'basé', 'contrats', 'fermes', 'si', 'caractéristique', 'secteur', 'derniers', 'trimestre', 'contraire', 'apporté', 'preuve', 'société', 'prêtait', 'attention', 'politique', 'malgré', 'bilan', 'renforcé', 'pourrait', 'multiplier', 'dépenses', 'En', 'Bourse', 'Air', 'Liquide', 'affiche', 'dorénavant', 'hausse', 'plus', 'depuis', 'début', 'fait', 'plus', 'fortes', 'progression', 'annuelles', 'CAC', 'côtés', 'STM', 'Hermès', 'Stellantis', 'Safran']"
2023-07-27,"Air Liquide publie un BPA en progression de 32% au titre du premier semestre 2023, à 3,30 euros, avec une marge opérationnelle (ROC sur chiffre d'affaires) de 17,7%, en forte amélioration de 80 points de base hors effet énergie. Le chiffre d'affaires du groupe de gaz industriels s'est établi à près de 14 milliards d'euros, en retrait publié de 1,6% sur des effets énergie (-4,7%) et de change (-2,1%) défavorables, mais en croissance comparable de 4,9%. 'En 2023, Air Liquide est confiant dans sa capacité à augmenter à nouveau sa marge opérationnelle et à réaliser une croissance du résultat net récurrent, à change constant', affirme son directeur général François Jackow.","['publ', 'bpa', 'progress', 'titr', 'premi', 'semestr', 'euros', 'marg', 'opérationnel', 'roc', 'chiffr', 'fort', 'amélior', 'point', 'bas', 'hor', 'effet', 'énerg', 'le', 'chiffr', 'group', 'gaz', 'industriel', 'établ', 'pres', 'milliard', 'retr', 'publi', 'effet', 'énerg', 'chang', 'défavor', 'croissanc', 'compar', 'confi', 'capac', 'augment', 'nouveau', 'marg', 'opérationnel', 'réalis', 'croissanc', 'résultat', 'net', 'récurrent', 'chang', 'const', 'affirm', 'directeur', 'général', 'françois', 'jackow']","['Air', 'Liquide', 'publie', 'BPA', 'progression', 'titre', 'premier', 'semestre', 'euro', 'marge', 'opérationnelle', 'ROC', 'chiffre', 'forte', 'amélioration', 'point', 'base', 'hors', 'effet', 'énergie', 'Le', 'chiffre', 'groupe', 'gaz', 'industriels', 'établi', 'près', 'milliard', 'retrait', 'publié', 'effets', 'énergie', 'change', 'défavorables', 'croissance', 'comparable', 'Air', 'Liquide', 'confiant', 'capacité', 'augmenter', 'nouveau', 'marge', 'opérationnelle', 'réaliser', 'croissance', 'résultat', 'net', 'récurrent', 'change', 'constant', 'affirme', 'directeur', 'général', 'François', 'Jackow']"
2023-07-21,"Air Liquide annonce investir près de 200 millions de dollars dans deux nouveaux centres de production de matériaux avancés à Taïwan et en Corée du Sud, à proximité de ses clients dans l'industrie des semi-conducteurs et en réponse à leurs besoins. 'Cela permettra d'accélérer, grâce à une collaboration étroite, les innovations, le développement de solutions et une production fiable et de grande qualité, à pleine capacité', explique le fournisseur français de gaz industriels. Ces installations, qui devraient être opérationnelles en 2024 et 2025 respectivement, seront modulaires et flexibles, et intégreront en outre des systèmes numériques de contrôle de la qualité, afin de répondre aux besoins des clients, en constante évolution.","['annonc', 'invest', 'pres', 'million', 'dollar', 'deux', 'nouveau', 'centr', 'product', 'matérial', 'avanc', 'taïwan', 'cor', 'sud', 'proxim', 'client', 'répons', 'leur', 'besoin', 'permettr', 'grâc', 'collabor', 'étroit', 'innov', 'développ', 'solut', 'product', 'fiabl', 'grand', 'qualit', 'plein', 'capac', 'expliqu', 'fournisseur', 'franc', 'gaz', 'industriel', 'ce', 'install', 'devr', 'être', 'opérationnel', 'respect', 'modulair', 'flexibl', 'integr', 'outr', 'system', 'numer', 'contrôl', 'qualit', 'afin', 'répondr', 'besoin', 'client', 'const', 'évolu']","['Air', 'Liquide', 'annonce', 'investir', 'près', 'million', 'dollar', 'deux', 'nouveaux', 'centre', 'production', 'matériaux', 'avancés', 'Taïwan', 'Corée', 'Sud', 'proximité', 'client', 'réponse', 'leurs', 'besoins', 'permettra', 'grâce', 'collaboration', 'étroite', 'innovation', 'développement', 'solution', 'production', 'fiable', 'grande', 'qualité', 'pleine', 'capacité', 'explique', 'fournisseur', 'français', 'gaz', 'industriels', 'Ces', 'installation', 'devraient', 'être', 'opérationnelles', 'respectivement', 'modulaires', 'flexibles', 'intégreront', 'outre', 'systèmes', 'numériques', 'contrôle', 'qualité', 'afin', 'répondre', 'besoins', 'client', 'constante', 'évolution']"
2023-07-19,"Air Liquide annonce qu'il va, à travers son activité ingénierie et construction, collaborer avec KBR pour proposer des solutions technologiques pour la production d'ammoniac bas carbone intégrant son procédé de reformage autothermique (ATR). Le groupe de gaz industriels explique que ces solutions contribueront au développement d'un marché global de l'hydrogène bas carbone dans la mesure où, transformé en ammoniac, l'hydrogène peut facilement être transporté sur de longues distances. 'Le marché global de l'ammoniac a atteint près de 78 milliards de dollars en 2022 et devrait dépasser 129 milliards d'ici 2030 ; il est attendu en croissance annuelle moyenne de 6,5% entre 2022 et 2030, selon Precedence Research', souligne-t-il par ailleurs.","['annonc', 'va', 'traver', 'activ', 'ingénier', 'construct', 'collabor', 'kbr', 'propos', 'solut', 'technolog', 'product', 'bas', 'carbon', 'integr', 'proced', 'reformag', 'autotherm', 'atr', 'le', 'group', 'gaz', 'industriel', 'expliqu', 'solut', 'contribu', 'développ', 'march', 'global', 'bas', 'carbon', 'mesur', 'où', 'transform', 'ammoniac', 'peut', 'facil', 'être', 'transport', 'longu', 'distanc', 'march', 'global', 'a', 'atteint', 'pres', 'milliard', 'dollar', 'devr', 'dépass', 'milliard', 'attendu', 'croissanc', 'annuel', 'moyen', 'entre', 'selon', 'precedent', 'research', 'ailleur']","['Air', 'Liquide', 'annonce', 'va', 'travers', 'activité', 'ingénierie', 'construction', 'collaborer', 'KBR', 'proposer', 'solution', 'technologiques', 'production', 'ba', 'carbone', 'intégrant', 'procédé', 'reformage', 'autothermique', 'ATR', 'Le', 'groupe', 'gaz', 'industriels', 'explique', 'solution', 'contribueront', 'développement', 'marché', 'global', 'ba', 'carbone', 'mesure', 'où', 'transformé', 'ammoniac', 'peut', 'facilement', 'être', 'transporté', 'longues', 'distance', 'marché', 'global', 'a', 'atteint', 'près', 'milliard', 'dollar', 'devrait', 'dépasser', 'milliard', 'attendu', 'croissance', 'annuelle', 'moyenne', 'entre', 'selon', 'Precedence', 'Research', 'ailleurs']"
2023-07-18,"Air Liquide fait savoir que dans le cadre de sonprojetde construction de deux unités de production d'hydrogène bas carbone et des infrastructures associées dans le Parc industriel chimique de Shanghai (SCIP), sa filiale Shanghai Chemical Industry Park Industrial Gases Co., Ltd (SCIPIG), a signé un Prêt Vert bilatéral de 500 millions de renminbis (environ 67 millions d'euros) avec BNP Paribas en tant que seule banque prêteuse et conseil vert. CePrêt Vertest le premier accordé dans le monde pour financer une production d'hydrogène bas-carbonerespectant les principes communs auxtaxonomies vertes de la Chine et de l'Union Européenne. SCIPIG assurera un suivi régulier des bénéfices de ce projet sur le plan environnemental. Ces unités de production sont destinées à remplacer l'approvisionnement provenant d'une unité de gazéification de charbon appartenant à un tiers, elles permettront d'éviter l'émission de 350 000 tonnes de CO2par an, assure Air Liquide.","['fait', 'savoir', 'cadr', 'sonprojetd', 'construct', 'deux', 'unit', 'product', 'bas', 'carbon', 'infrastructur', 'associ', 'parc', 'industriel', 'chimiqu', 'shangh', 'scip', 'filial', 'shangh', 'chemical', 'industry', 'park', 'industrial', 'gas', 'ltd', 'scipig', 'a', 'sign', 'prêt', 'vert', 'bilatéral', 'million', 'renminb', 'environ', 'million', 'bnp', 'parib', 'tant', 'seul', 'banqu', 'prêteux', 'conseil', 'vert', 'ceprêt', 'vertest', 'premi', 'accord', 'mond', 'financ', 'product', 'princip', 'commun', 'auxtaxonom', 'vert', 'chin', 'européen', 'scipig', 'assur', 'suiv', 'réguli', 'bénéfic', 'projet', 'plan', 'environnemental', 'ce', 'unit', 'product', 'destin', 'remplac', 'proven', 'unit', 'gazéif', 'charbon', 'apparten', 'tier', 'elle', 'permettront', 'ton', 'an', 'assur']","['Air', 'Liquide', 'fait', 'savoir', 'cadre', 'sonprojetde', 'construction', 'deux', 'unités', 'production', 'ba', 'carbone', 'infrastructure', 'associées', 'Parc', 'industriel', 'chimique', 'Shanghai', 'SCIP', 'filiale', 'Shanghai', 'Chemical', 'Industry', 'Park', 'Industrial', 'Gases', 'Ltd', 'SCIPIG', 'a', 'signé', 'Prêt', 'Vert', 'bilatéral', 'million', 'renminbis', 'environ', 'million', 'BNP', 'Paribas', 'tant', 'seule', 'banque', 'prêteuse', 'conseil', 'vert', 'CePrêt', 'Vertest', 'premier', 'accordé', 'monde', 'financer', 'production', 'principe', 'communs', 'auxtaxonomies', 'vertes', 'Chine', 'Européenne', 'SCIPIG', 'assurera', 'suivi', 'régulier', 'bénéfices', 'projet', 'plan', 'environnemental', 'Ces', 'unités', 'production', 'destinées', 'remplacer', 'provenant', 'unité', 'gazéification', 'charbon', 'appartenant', 'tier', 'elles', 'permettront', 'tonne', 'an', 'assure', 'Air', 'Liquide']"
2023-07-07,"Stifel maintient son conseil d'achat sur le titre Air Liquide avec un objectif de cours inchangé de 178 euros. L'analyste estime que Air Liquide devrait à nouveau être en mesure de prouver son modèle économique robuste avec 'une croissance comparable positive et un EBIT en hausse au 2e trimestre'. Stifel rappelle néanmoins que l'entreprise n'échappe pas au contexte économique et qu'après une croissance de 6,6% du segment Gaz au 1er trimestre, la croissance devrait se limiter à +2,5% au 2e trimestre sur ce même secteur. L'analyste indique d'ailleurs que le secteur des grandes industries est attendu en recul dans toutes les régions Grandes industries mais que la santé devrait continuer sur une bonne dynamique. Stifel souligne enfin que les vents contraires liés aux effets de change se sont intensifiés et pèseront quelque -4% au 2e trimestre.","['stifel', 'maintient', 'conseil', 'titr', 'object', 'cour', 'inchang', 'euros', 'estim', 'devr', 'nouveau', 'être', 'mesur', 'prouv', 'model', 'économ', 'robust', 'croissanc', 'compar', 'posit', 'ebit', 'hauss', 'trimestr', 'stifel', 'rappel', 'néanmoin', 'context', 'économ', 'croissanc', 'segment', 'gaz', 'trimestr', 'croissanc', 'devr', 'limit', 'trimestr', 'secteur', 'indiqu', 'secteur', 'grand', 'industr', 'attendu', 'recul', 'tout', 'région', 'grand', 'industr', 'sant', 'devr', 'continu', 'bon', 'dynam', 'stifel', 'soulign', 'enfin', 'vent', 'contrair', 'li', 'effet', 'chang', 'intensifi', 'pes', 'quelqu', 'trimestr']","['Stifel', 'maintient', 'conseil', 'titre', 'Air', 'Liquide', 'objectif', 'cours', 'inchangé', 'euro', 'estime', 'Air', 'Liquide', 'devrait', 'nouveau', 'être', 'mesure', 'prouver', 'modèle', 'économique', 'robuste', 'croissance', 'comparable', 'positive', 'EBIT', 'hausse', 'trimestre', 'Stifel', 'rappelle', 'néanmoins', 'contexte', 'économique', 'croissance', 'segment', 'Gaz', 'trimestre', 'croissance', 'devrait', 'limiter', 'trimestre', 'secteur', 'indique', 'secteur', 'grandes', 'industry', 'attendu', 'recul', 'toutes', 'régions', 'Grandes', 'industry', 'santé', 'devrait', 'continuer', 'bonne', 'dynamique', 'Stifel', 'souligne', 'enfin', 'vent', 'contraires', 'liés', 'effets', 'change', 'intensifiés', 'pèseront', 'quelque', 'trimestre']"
